Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
1, 22, 2217136, 2221621, 17136, 21621
1, 23, 2317136, 2323241, 17136, 23241
1, 24, 2417136, 2456635, 17136, 56635
1, 25, 2517136, 2554871, 17136, 54871
1, 26, 2617136, 2635688, 17136, 35688
1, 27, 2717136, 2753559, 17136, 53559
1, 28, 2817136, 2852939, 17136, 52939
1, 29, 2917136, 2921621, 17136, 21621
1, 30, 3017136, 3061627, 17136, 61627
1, 31, 3117136, 3128591, 17136, 28591
1, 32, 3217136, 3252939, 17136, 52939
1, 33, 3317136, 3353559, 17136, 53559
1, 34, 3417136, 3421621, 17136, 21621
1, 35, 3517136, 3525003, 17136, 25003
1, 36, 3617136, 3656635, 17136, 56635
1, 37, 3717136, 3725341, 17136, 25341
1, 38, 3817136, 3831878, 17136, 31878
1, 39, 3917136, 3953559, 17136, 53559
1, 40, 4017136, 4073241, 17136, 73241
1, 41, 4117136, 4153559, 17136, 53559
1, 42, 4217136, 4253749, 17136, 53749
1, 43, 4317136, 4321621, 17136, 21621
1, 44, 4417136, 4452939, 17136, 52939
1, 45, 4517136, 4556635, 17136, 56635
1, 46, 4617136, 4631878, 17136, 31878
1, 47, 4717136, 4721621, 17136, 21621
1, 48, 4817136, 4856635, 17136, 56635
1, 49, 4917136, 4921621, 17136, 21621
1, 50, 5017136, 5052939, 17136, 52939
1, 51, 5117136, 5153559, 17136, 53559
1, 52, 5217136, 5252939, 17136, 52939
1, 53, 5317136, 5328059, 17136, 28059
1, 54, 5417136, 5453749, 17136, 53749
1, 55, 5517136, 5521621, 17136, 21621
1, 56, 5617136, 5652939, 17136, 52939
1, 57, 5717136, 5753559, 17136, 53559
1, 58, 5817136, 5823242, 17136, 23242
1, 59, 5917136, 5921621, 17136, 21621
2, 0, 17002, 82520, 17002, 82520
2, 1, 167002, 198195, 17002, 48195
2, 2, 317002, 353581, 17002, 53581
2, 3, 467002, 498195, 17002, 48195
2, 4, 617002, 656467, 17002, 56467
2, 5, 767002, 798195, 17002, 48195
2, 6, 917002, 953581, 17002, 53581
2, 7, 1067002, 1098195, 17002, 48195
2, 8, 1217002, 1261459, 17002, 61459
2, 9, 1367002, 1395762, 17002, 45762
2, 10, 1517002, 1573073, 17002, 73073
2, 11, 1667002, 1698625, 17002, 48625
2, 12, 1817002, 1856467, 17002, 56467
2, 13, 1967002, 1995762, 17002, 45762
2, 14, 2117002, 2156467, 17002, 56467
2, 15, 2267002, 2298195, 17002, 48195
2, 16, 2417002, 2461459, 17002, 61459
2, 17, 2567002, 2598195, 17002, 48195
2, 18, 2717002, 2753581, 17002, 53581
2, 19, 2867002, 2898195, 17002, 48195
2, 20, 3017002, 3073073, 17002, 73073
2, 21, 3167002, 3198195, 17002, 48195
2, 22, 3317002, 3353581, 17002, 53581
2, 23, 3467002, 3495762, 17002, 45762
2, 24, 3617002, 3661459, 17002, 61459
2, 25, 3767002, 3798195, 17002, 48195
2, 26, 3917002, 3953581, 17002, 53581
2, 27, 4067002, 4103581, 17002, 53581
2, 28, 4217002, 4256467, 17002, 56467
2, 29, 4367002, 4395762, 17002, 45762
2, 30, 4517002, 4573073, 17002, 73073
2, 31, 4667002, 4695762, 17002, 45762
2, 32, 4817002, 4861459, 17002, 61459
2, 33, 4967002, 4995762, 17002, 45762
2, 34, 5117002, 5153581, 17002, 53581
2, 35, 5267002, 5303391, 17002, 53391
2, 36, 5417002, 5456467, 17002, 56467
2, 37, 5567002, 5598195, 17002, 48195
2, 38, 5717002, 5753581, 17002, 53581
2, 39, 5867002, 5895762, 17002, 45762
3, 0, 19448, 97551, 19448, 97551
3, 1, 169448, 206448, 19448, 56448
3, 2, 319448, 359524, 19448, 59524
3, 3, 469448, 506448, 19448, 56448
3, 4, 619448, 664516, 19448, 64516
3, 5, 769448, 806448, 19448, 56448
3, 6, 919448, 959524, 19448, 59524
3, 7, 1069448, 1106448, 19448, 56448
3, 8, 1219448, 1280260, 19448, 80260
3, 9, 1369448, 1395763, 19448, 45763
3, 10, 1519448, 1577699, 19448, 77699
3, 11, 1669448, 1706448, 19448, 56448
3, 12, 1819448, 1864516, 19448, 64516
3, 13, 1969448, 1995763, 19448, 45763
3, 14, 2119448, 2177509, 19448, 77509
3, 15, 2269448, 2306448, 19448, 56448
3, 16, 2419448, 2480260, 19448, 80260
3, 17, 2569448, 2606448, 19448, 56448
3, 18, 2719448, 2759524, 19448, 59524
3, 19, 2869448, 2906448, 19448, 56448
3, 20, 3019448, 3080585, 19448, 80585
3, 21, 3169448, 3206055, 19448, 56055
3, 22, 3319448, 3359524, 19448, 59524
3, 23, 3469448, 3495763, 19448, 45763
3, 24, 3619448, 3680260, 19448, 80260
3, 25, 3769448, 3806448, 19448, 56448
3, 26, 3919448, 3959524, 19448, 59524
3, 27, 4069448, 4116137, 19448, 66137
3, 28, 4219448, 4264516, 19448, 64516
3, 29, 4369448, 4395763, 19448, 45763
3, 30, 4519448, 4577699, 19448, 77699
3, 31, 4669448, 4701252, 19448, 51252
3, 32, 4819448, 4880260, 19448, 80260
3, 33, 4969448, 4995763, 19448, 45763
3, 34, 5119448, 5159524, 19448, 59524
3, 35, 5269448, 5306638, 19448, 56638
3, 36, 5419448, 5464516, 19448, 64516
3, 37, 5569448, 5606448, 19448, 56448
3, 38, 5719448, 5759524, 19448, 59524
3, 39, 5869448, 5895763, 19448, 45763
4, 0, 21394, 103259, 21394, 103259
4, 1, 171394, 209071, 21394, 59071
4, 2, 321394, 361957, 21394, 61957
4, 3, 471394, 509071, 21394, 59071
4, 4, 621394, 679942, 21394, 79942
4, 5, 771394, 808881, 21394, 58881
4, 6, 921394, 961957, 21394, 61957
4, 7, 1071394, 1109071, 21394, 59071
4, 8, 1221394, 1283378, 21394, 83378
4, 9, 1371394, 1398196, 21394, 48196
4, 10, 1521394, 1583378, 21394, 83378
4, 11, 1671394, 1709071, 21394, 59071
4, 12, 1821394, 1879942, 21394, 79942
4, 13, 1971394, 1998196, 21394, 48196
4, 14, 2121394, 2180492, 21394, 80492
4, 15, 2271394, 2308881, 21394, 58881
4, 16, 2421394, 2483378, 21394, 83378
4, 17, 2571394, 2609071, 21394, 59071
4, 18, 2721394, 2761957, 21394, 61957
4, 19, 2871394, 2909071, 21394, 59071
4, 20, 3021394, 3088370, 21394, 88370
4, 21, 3171394, 3208488, 21394, 58488
4, 22, 3321394, 3361957, 21394, 61957
4, 23, 3471394, 3498196, 21394, 48196
4, 24, 3621394, 3683378, 21394, 83378
4, 25, 3771394, 3808881, 21394, 58881
4, 26, 3921394, 3961957, 21394, 61957
4, 27, 4071394, 4143266, 21394, 93266
4, 28, 4221394, 4279942, 21394, 79942
4, 29, 4371394, 4398196, 21394, 48196
4, 30, 4521394, 4583378, 21394, 83378
4, 31, 4671394, 4701581, 21394, 51581
4, 32, 4821394, 4883378, 21394, 83378
4, 33, 4971394, 4998196, 21394, 48196
4, 34, 5121394, 5179778, 21394, 79778
4, 35, 5271394, 5324681, 21394, 74681
4, 36, 5421394, 5479942, 21394, 79942
4, 37, 5571394, 5608881, 21394, 58881
4, 38, 5721394, 5761957, 21394, 61957
4, 39, 5871394, 5898196, 21394, 48196
5, 0, 25551, 114459, 25551, 114459
5, 1, 175551, 214267, 25551, 64267
5, 2, 325551, 367153, 25551, 67153
5, 3, 475551, 514267, 25551, 64267
5, 4, 625551, 685688, 25551, 85688
5, 5, 775551, 808881, 25551, 58881
5, 6, 925551, 967153, 25551, 67153
5, 7, 1075551, 1114267, 25551, 64267
5, 8, 1225551, 1293398, 25551, 93398
5, 9, 1375551, 1403392, 25551, 53392
5, 10, 1525551, 1605012, 25551, 105012
5, 11, 1675551, 1717035, 25551, 67035
5, 12, 1825551, 1884878, 25551, 84878
5, 13, 1975551, 2003392, 25551, 53392
5, 14, 2125551, 2188406, 25551, 88406
5, 15, 2275551, 2308881, 25551, 58881
5, 16, 2425551, 2493398, 25551, 93398
5, 17, 2575551, 2614267, 25551, 64267
5, 18, 2725551, 2767153, 25551, 67153
5, 19, 2875551, 2914267, 25551, 64267
5, 20, 3025551, 3105012, 25551, 105012
5, 21, 3175551, 3208881, 25551, 58881
5, 22, 3325551, 3367153, 25551, 67153
5, 23, 3475551, 3503392, 25551, 53392
5, 24, 3625551, 3693398, 25551, 93398
5, 25, 3775551, 3808881, 25551, 58881
5, 26, 3925551, 3967153, 25551, 67153
5, 27, 4075551, 4158881, 25551, 108881
5, 28, 4225551, 4285688, 25551, 85688
5, 29, 4375551, 4403392, 25551, 53392
5, 30, 4525551, 4605012, 25551, 105012
5, 31, 4675551, 4706777, 25551, 56777
5, 32, 4825551, 4893398, 25551, 93398
5, 33, 4975551, 5003392, 25551, 53392
5, 34, 5125551, 5179942, 25551, 79942
5, 35, 5275551, 5329877, 25551, 79877
5, 36, 5425551, 5484878, 25551, 84878
5, 37, 5575551, 5608881, 25551, 58881
5, 38, 5725551, 5767153, 25551, 67153
5, 39, 5875551, 5903392, 25551, 53392
6, 0, 25703, 129680, 25703, 129680
6, 1, 175703, 214267, 25703, 64267
6, 2, 325703, 367343, 25703, 67343
6, 3, 475703, 514267, 25703, 64267
6, 4, 625703, 685688, 25703, 85688
6, 5, 775703, 809071, 25703, 59071
6, 6, 925703, 967343, 25703, 67343
6, 7, 1075703, 1114267, 25703, 64267
6, 8, 1225703, 1308645, 25703, 108645
6, 9, 1375703, 1403582, 25703, 53582
6, 10, 1525703, 1605202, 25703, 105202
6, 11, 1675703, 1720282, 25703, 70282
6, 12, 1825703, 1885068, 25703, 85068
6, 13, 1975703, 2003582, 25703, 53582
6, 14, 2125703, 2191653, 25703, 91653
6, 15, 2275703, 2309071, 25703, 59071
6, 16, 2425703, 2508645, 25703, 108645
6, 17, 2575703, 2614267, 25703, 64267
6, 18, 2725703, 2767343, 25703, 67343
6, 19, 2875703, 2914267, 25703, 64267
6, 20, 3025703, 3112714, 25703, 112714
6, 21, 3175703, 3209071, 25703, 59071
6, 22, 3325703, 3367343, 25703, 67343
6, 23, 3475703, 3503582, 25703, 53582
6, 24, 3625703, 3708645, 25703, 108645
6, 25, 3775703, 3809071, 25703, 59071
6, 26, 3925703, 3967343, 25703, 67343
6, 27, 4075703, 4169327, 25703, 119327
6, 28, 4225703, 4285688, 25703, 85688
6, 29, 4375703, 4403582, 25703, 53582
6, 30, 4525703, 4605202, 25703, 105202
6, 31, 4675703, 4706967, 25703, 56967
6, 32, 4825703, 4908645, 25703, 108645
6, 33, 4975703, 5003582, 25703, 53582
6, 34, 5125703, 5180132, 25703, 80132
6, 35, 5275703, 5330067, 25703, 80067
6, 36, 5425703, 5485068, 25703, 85068
6, 37, 5575703, 5609071, 25703, 59071
6, 38, 5725703, 5767343, 25703, 67343
6, 39, 5875703, 5903582, 25703, 53582
7, 0, 8206, 124717, 8206, 124717
7, 1, 208206, 224525, 8206, 24525
7, 2, 408206, 445147, 8206, 45147
7, 3, 608206, 669782, 8206, 69782
7, 4, 808206, 850464, 8206, 50464
7, 5, 1008206, 1050464, 8206, 50464
7, 6, 1208206, 1290518, 8206, 90518
7, 7, 1408206, 1413840, 8206, 13840
7, 8, 1608206, 1695288, 8206, 95288
7, 9, 1808206, 1864007, 8206, 64007
7, 10, 2008206, 2071525, 8206, 71525
7, 11, 2208206, 2210458, 8206, 10458
7, 12, 2408206, 2490518, 8206, 90518
7, 13, 2608206, 2637767, 8206, 37767
7, 14, 2808206, 2845147, 8206, 45147
7, 15, 3008206, 3098628, 8206, 98628
7, 16, 3208206, 3245147, 8206, 45147
7, 17, 3408206, 3410458, 8206, 10458
7, 18, 3608206, 3690518, 8206, 90518
7, 19, 3808206, 3831878, 8206, 31878
7, 20, 4008206, 4124717, 8206, 124717
7, 21, 4208206, 4269782, 8206, 69782
7, 22, 4408206, 4445147, 8206, 45147
7, 23, 4608206, 4631519, 8206, 31519
7, 24, 4808206, 4890518, 8206, 90518
7, 25, 5008206, 5050464, 8206, 50464
7, 26, 5208206, 5245147, 8206, 45147
7, 27, 5408206, 5464007, 8206, 64007
7, 28, 5608206, 5645147, 8206, 45147
7, 29, 5808206, 5812079, 8206, 12079
8, 0, 32005, 159732, 32005, 159732
8, 1, 232005, 254274, 32005, 54274
8, 2, 432005, 461628, 32005, 61628
8, 3, 632005, 696645, 32005, 96645
8, 4, 832005, 874896, 32005, 74896
8, 5, 1032005, 1061628, 32005, 61628
8, 6, 1232005, 1317706, 32005, 117706
8, 7, 1432005, 1443589, 32005, 43589
8, 8, 1632005, 1682689, 32005, 82689
8, 9, 1832005, 1893566, 32005, 93566
8, 10, 2032005, 2106215, 32005, 106215
8, 11, 2232005, 2240207, 32005, 40207
8, 12, 2432005, 2517706, 32005, 117706
8, 13, 2632005, 2661627, 32005, 61627
8, 14, 2832005, 2863249, 32005, 63249
8, 15, 3032005, 3128581, 32005, 128581
8, 16, 3232005, 3270499, 32005, 70499
8, 17, 3432005, 3440207, 32005, 40207
8, 18, 3632005, 3719785, 32005, 119785
8, 19, 3832005, 3853847, 32005, 53847
8, 20, 4032005, 4159407, 32005, 159407
8, 21, 4232005, 4296645, 32005, 96645
8, 22, 4432005, 4465010, 32005, 65010
8, 23, 4632005, 4653585, 32005, 53585
8, 24, 4832005, 4917706, 32005, 117706
8, 25, 5032005, 5065010, 32005, 65010
8, 26, 5232005, 5261628, 32005, 61628
8, 27, 5432005, 5493566, 32005, 93566
8, 28, 5632005, 5670499, 32005, 70499
8, 29, 5832005, 5841828, 32005, 41828
9, 0, 41296, 171021, 41296, 171021
9, 1, 291296, 301821, 41296, 51821
9, 2, 541296, 565888, 41296, 65888
9, 3, 791296, 828563, 41296, 78563
9, 4, 1041296, 1073242, 41296, 73242
9, 5, 1291296, 1338395, 41296, 88395
9, 6, 1541296, 1613578, 41296, 113578
9, 7, 1791296, 1801821, 41296, 51821
9, 8, 2041296, 2113248, 41296, 113248
9, 9, 2291296, 2328563, 41296, 78563
9, 10, 2541296, 2573241, 41296, 73241
9, 11, 2791296, 2801821, 41296, 51821
9, 12, 3041296, 3139578, 41296, 139578
9, 13, 3291296, 3301821, 41296, 51821
9, 14, 3541296, 3555203, 41296, 55203
9, 15, 3791296, 3828563, 41296, 78563
9, 16, 4041296, 4169687, 41296, 169687
9, 17, 4291296, 4318570, 41296, 68570
9, 18, 4541296, 4613578, 41296, 113578
9, 19, 4791296, 4801821, 41296, 51821
9, 20, 5041296, 5076624, 41296, 76624
9, 21, 5291296, 5339992, 41296, 89992
9, 22, 5541296, 5551821, 41296, 51821
9, 23, 5791296, 5801821, 41296, 51821
10, 0, 28012, 165218, 28012, 165218
10, 1, 328012, 367343, 28012, 67343
10, 2, 628012, 691653, 28012, 91653
10, 3, 928012, 970531, 28012, 70531
10, 4, 1228012, 1321789, 28012, 121789
10, 5, 1528012, 1608088, 28012, 108088
10, 6, 1828012, 1888574, 28012, 88574
10, 7, 2128012, 2191653, 28012, 91653
10, 8, 2428012, 2512714, 28012, 112714
10, 9, 2728012, 2767343, 28012, 67343
10, 10, 3028012, 3123836, 28012, 123836
10, 11, 3328012, 3367343, 28012, 67343
10, 12, 3628012, 3714793, 28012, 114793
10, 13, 3928012, 3967343, 28012, 67343
10, 14, 4228012, 4298832, 28012, 98832
10, 15, 4528012, 4608088, 28012, 108088
10, 16, 4828012, 4912714, 28012, 112714
10, 17, 5128012, 5183018, 28012, 83018
10, 18, 5428012, 5488574, 28012, 88574
10, 19, 5728012, 5767343, 28012, 67343
11, 0, 61053, 204548, 61053, 204548
11, 1, 461053, 497938, 61053, 97938
11, 2, 861053, 911206, 61053, 111206
11, 3, 1261053, 1348462, 61053, 148462
11, 4, 1661053, 1716523, 61053, 116523
11, 5, 2061053, 2132267, 61053, 132267
11, 6, 2461053, 2543266, 61053, 143266
11, 7, 2861053, 2899559, 61053, 99559
11, 8, 3261053, 3306809, 61053, 106809
11, 9, 3661053, 3743266, 61053, 143266
11, 10, 4061053, 4194194, 61053, 194194
11, 11, 4461053, 4501320, 61053, 101320
11, 12, 4861053, 4943266, 61053, 143266
11, 13, 5261053, 5297938, 61053, 97938
11, 14, 5661053, 5706809, 61053, 106809
12, 0, 27752, 166208, 27752, 166208
12, 1, 427752, 456311, 27752, 56311
12, 2, 827752, 873511, 27752, 73511
12, 3, 1227752, 1321464, 27752, 121464
12, 4, 1627752, 1677372, 27752, 77372
12, 5, 2027752, 2106215, 27752, 106215
12, 6, 2427752, 2512389, 27752, 112389
12, 7, 2827752, 2857932, 27752, 57932
12, 8, 3227752, 3265182, 27752, 65182
12, 9, 3627752, 3714468, 27752, 114468
12, 10, 4027752, 4165375, 27752, 165375
12, 11, 4427752, 4459693, 27752, 59693
12, 12, 4827752, 4912389, 27752, 112389
12, 13, 5227752, 5256311, 27752, 56311
12, 14, 5627752, 5665182, 27752, 65182
13, 0, 85576, 206049, 85576, 206049
13, 1, 585576, 621238, 85576, 121238
13, 2, 1085576, 1128592, 85576, 128592
13, 3, 1585576, 1660720, 85576, 160720
13, 4, 2085576, 2162921, 85576, 162921
13, 5, 2585576, 2628591, 85576, 128591
13, 6, 3085576, 3181745, 85576, 181745
13, 7, 3585576, 3610553, 85576, 110553
13, 8, 4085576, 4223494, 85576, 223494
13, 9, 4585576, 4661651, 85576, 161651
13, 10, 5085576, 5131974, 85576, 131974
13, 11, 5585576, 5607171, 85576, 107171
